schluessel;Name;apothekenVorgabe
01059095;Wagersrott; 0,063   
01059096;Wohlde; 0,129   
01059097;Twedt; 0,129   
01059098;N�bel; 0,344   
01059101;Tastrup; 0,107   
01059102;Ahneby; 0,055   
01059103;Ausacker; 0,132   
01059105;B�xlund; 0,025   
01059106;Dollerup; 0,258   
01059107;Eggebek; 0,559   
01059109;Esgrus; 0,199   
01059112;Gelting; 0,493   
01059113;Gl�cksburg (Ostsee), Stadt; 1,464   
01059115;Gro�enwiehe; 0,727   
01059116;Gro�solt; 0,457   
01059118;Grundhof; 0,215   
01059120;Harrislee; 2,747   
01059121;Hasselberg; 0,225   
01059123;H�rup; 0,164   
01059124;Holt; 0,048   
01059126;H�rup; 0,310   
01059127;Husby; 0,578   
01059128;Janneby; 0,105   
01059129;Jardelund; 0,081   
01059131;Jerrishoe; 0,242   
01059132;J�rl; 0,187   
01059136;Kronsgaard; 0,061   
01059137;Langballig; 0,403   
01059138;Langstedt; 0,259   
01059141;Maasb�ll; 0,182   
01059142;Maasholm; 0,161   
01059143;Medelby; 0,221   
01059144;Meyn; 0,176   
01059145;Munkbrarup; 0,276   
01059147;Nieby; 0,036   
01059148;Niesgrau; 0,154   
01059149;Nordhackstedt; 0,122   
01059151;Osterby; 0,079   
01059152;Pommerby; 0,041   
01059153;Quern; 0,327   
01059154;Rabel; 0,159   
01059155;Rabenholz; 0,073   
01059157;Ringsberg; 0,134   
01059158;Schafflund; 0,622   
01059159;Sieverstedt; 0,416   
01059161;S�rup; 1,087   
01059162;Sollerup; 0,123   
01059163;Stangheck; 0,057   
01059164;Steinberg; 0,216   
01059165;Steinbergkirche; 0,378   
01059167;Sterup; 0,348   
01059168;Stolteb�ll; 0,194   
01059169;S�derhackstedt; 0,086   
01059171;Tarp; 1,297   
01059173;Wallsb�ll; 0,224   
01059174;Wanderup; 0,546   
01059176;Wees; 0,566   
01059177;Weesby; 0,118   
01059178;Westerholz; 0,193   
01059179;Lindewitt; 0,504   
01059182;Freienwill; 0,392   
01059183;Handewitt; 2,721   
01059184;Oeversee; 0,837   
01060002;Alveslohe; 0,655   
01060003;Armstedt; 0,100   
01060004;Bad Bramstedt, Stadt; 3,434   
01060005;Bad Segeberg, Stadt; 4,166   
01060006;Bahrenhof; 0,050   
01060007;Bark; 0,252   
01060008;Bebensee; 0,158   
01060009;Bim�hlen; 0,235   
01060010;Blunk; 0,156   
01060011;Boostedt; 1,151   
01060012;Bornh�ved; 0,847   
01060013;Borstel; 0,030   
01060015;B�hnsdorf; 0,087   
01060016;Daldorf; 0,163   
01060017;Damsdorf; 0,059   
01060018;Dreggers; 0,015   
01060019;Ellerau; 1,471   
01060020;Fahrenkrug; 0,385   
01060021;F�hrden-Barl; 0,075   
01060022;Fredesdorf; 0,096   
01060023;Fuhlendorf; 0,106   
01060024;Geschendorf; 0,135   
01060025;Glasau; 0,232   
01060026;G�nnebek; 0,123   
01060027;Gro�enaspe; 0,705   
01060028;Gro� Kummerfeld; 0,494   
01060029;Gro� Niendorf; 0,166   
01060030;Gro� R�nnau; 0,149   
01060031;Hagen; 0,116   
01060033;Hardebek; 0,117   
01060034;Hartenholm; 0,448   
01060035;Hasenkrug; 0,089   
01060036;Hasenmoor; 0,176   
01060037;Heidmoor; 0,081   
01060038;Heidm�hlen; 0,180   
01060039;Henstedt-Ulzburg; 6,800   
01060040;Hitzhusen; 0,322   
01060041;H�gersdorf; 0,103   
01060042;H�ttblek; 0,092   
01060043;Itzstedt; 0,596   
01060044;Kaltenkirchen, Stadt; 4,975   
01060045;Kattendorf; 0,219   
01060046;Kayhude; 0,288   
01060047;Kisdorf; 0,940   
01060048;Klein Gladebr�gge; 0,143   
01060049;Klein R�nnau; 0,381   
01060050;Krems II; 0,106   
01060051;K�kels; 0,114   
01060052;Latendorf; 0,148   
01060053;Leezen; 0,441   
01060054;Lentf�hrden; 0,599   
01060056;M�nkloh; 0,060   
01060057;M�zen; 0,108   
01060058;Nahe; 0,597   
01060059;Negernb�tel; 0,252   
01060060;Nehms; 0,142   
01060061;Neueng�rs; 0,197   
01060062;Neversdorf; 0,176   
01060063;Norderstedt, Stadt; 18,667   
01060064;N�tzen; 0,293   
01060065;Oering; 0,328   
01060066;Oersdorf; 0,210   
01060067;Pronstorf; 0,413   
01060068;Rickling; 0,811   
01060069;Rohlstorf; 0,303   
01060070;Schackendorf; 0,198   
01060071;Schieren; 0,072   
01060072;Schmalensee; 0,114   
01060073;Schmalfeld; 0,475   
01060074;Schwissel; 0,063   
01060075;Seedorf; 0,546   
01060076;Seth; 0,490   
01060077;Sieversh�tten; 0,296   
01060079;Stipsdorf; 0,053   
01060080;Stocksee; 0,103   
01060081;Strukdorf; 0,064   
01060082;Struvenh�tten; 0,256   
01060084;Stuvenborn; 0,219   
01060085;S�lfeld; 0,813   
01060086;Tarbek; 0,041   
01060087;Tensfeld; 0,185   
01060088;Todesfelde; 0,258   
01060089;Trappenkamp; 1,279   
01060090;Travenhorst; 0,055   
01060091;Traventhal; 0,125   
01060092;Wahlstedt, Stadt; 2,347   
01060093;Wakendorf I; 0,108   
01060094;Wakendorf II; 0,345   
01060095;Weddelbrook; 0,260   
01060096;Weede; 0,259   
01060097;Wensin; 0,215   
01060098;Westerrade; 0,120   
01060099;Wiemersdorf; 0,392   
01060100;Winsen; 0,107   
01060101;Wittenborn; 0,214   
01061001;Aasb�ttel; 0,030   
01061002;Aebtissinwisch; 0,015   
01061003;Agethorst; 0,052   
01061004;Altenmoor; 0,060   
01061005;Auufer; 0,037   
01061006;Bahrenfleth; 0,145   
01061007;Beidenfleth; 0,214   
01061008;Bekdorf; 0,027   
01061010;Bekm�nde; 0,040   
01061011;Besdorf; 0,062   
01061012;Blomesche Wildnis; 0,166   
01061013;Bokelrehm; 0,037   
01061014;Bokhorst; 0,038   
01061015;Borsfleth; 0,193   
01061016;Breitenberg; 0,087   
01061017;Breitenburg; 0,237   
01061018;Brokdorf; 0,252   
01061019;Brokstedt; 0,529   
01061020;B�ttel; 0,009   
01061021;Christinenthal; 0,015   
01061022;D�geling; 0,259   
01061023;Dammfleth; 0,075   
01061024;Drage; 0,063   
01061025;Ecklak; 0,082   
01061026;Elskop; 0,039   
01061027;Engelbrechtsche Wildnis; 0,231   
01061028;Fitzbek; 0,092   
01061029;Gl�ckstadt, Stadt; 2,806   
01061030;Grevenkop; 0,081   
01061031;Gribbohm; 0,114   
01061033;Hadenfeld; 0,034   
01061034;Heiligenstedten; 0,393   
01061035;Heiligenstedtenerkamp; 0,183   
01061036;Hennstedt; 0,148   
01061037;Herzhorn; 0,271   
01061038;Hingstheide; 0,019   
01061039;Hodorf; 0,056   
01061040;Hohenaspe; 0,508   
01061041;Hohenfelde; 0,228   
01061042;Hohenlockstedt; 1,533   
01061043;Holstenniendorf; 0,106   
01061044;Horst (Holstein); 1,341   
01061045;Huje; 0,066   
01061046;Itzehoe, Stadt; 7,801   
01061047;Kaaks; 0,107   
01061048;Kaisborstel; 0,020   
01061049;Kellinghusen, Stadt; 1,968   
01061050;Kiebitzreihe; 0,553   
01061052;Kleve; 0,146   
01061053;Kollmoor; 0,009   
01061054;Krempdorf; 0,062   
01061055;Krempe, Stadt; 0,598   
01061056;Kremperheide; 0,618   
01061057;Krempermoor; 0,133   
01061058;Kronsmoor; 0,047   
01061059;Krummendiek; 0,019   
01061060;Kudensee; 0,035   
01061061;L�gerdorf; 0,654   
01061062;Landrecht; 0,033   
01061063;Landscheide; 0,063   
01061064;Lockstedt; 0,044   
01061065;Lohbarbek; 0,176   
01061066;Looft; 0,095   
01061067;Mehlbek; 0,113   
01061068;Moordiek; 0,029   
01061070;Moorhusen; 0,021   
01061071;M�hlenbarbek; 0,081   
01061072;M�nsterdorf; 0,484   
01061073;Neuenbrook; 0,166   
01061074;Neuendorf b. Elmshorn; 0,222   
01061076;Nienb�ttel; 0,033   
01061077;Nortorf; 0,225   
01061078;Nutteln; 0,065   
01061079;Oelixdorf; 0,371   
01061080;Oescheb�ttel; 0,043   
01061081;Oldenborstel; 0,033   
01061082;Oldendorf; 0,280   
01061083;Ottenb�ttel; 0,189   
01061084;Peissen; 0,076   
01061085;P�schendorf; 0,067   
01061086;Poyenberg; 0,100   
01061087;Puls; 0,152   
01061088;Quarnstedt; 0,112   
01061089;Rade; 0,026   
01061091;Reher; 0,195   
01061092;Rethwisch; 0,149   
01061093;Rosdorf; 0,092   
01061095;Sankt Margarethen; 0,222   
01061096;Sarlhusen; 0,121   
01061097;Schenefeld; 0,608   
01061098;Schlotfeld; 0,057   
01061099;Siezb�ttel; 0,016   
01061100;Silzen; 0,040   
01061101;Sommerland; 0,205   
01061102;St�rdorf; 0,032   
01061103;St�rkathen; 0,024   
01061104;S�derau; 0,187   
01061105;Vaale; 0,313   
01061106;Vaalermoor; 0,040   
01061107;Wacken; 0,462   
01061108;Warringholz; 0,074   
01061109;Westermoor; 0,101   
01061110;Wewelsfleth; 0,366   
01061111;Wiedenborstel; 0,003   
01061112;Willenscharen; 0,040   
01061113;Wilster, Stadt; 1,119   
01061114;Winseldorf; 0,080   
01061115;Wittenbergen; 0,041   
01061116;Wrist; 0,610   
01061117;Wulfsmoor; 0,098   
01061118;Kollmar; 0,429   
01061119;Neuendorf-Sachsenbande; 0,122   
01062001;Ahrensburg, Stadt; 7,892   
01062003;Badendorf; 0,197   
01062004;Bad Oldesloe, Stadt; 6,131   
01062005;Bargfeld-Stegen; 0,719   
01062006;Bargteheide, Stadt; 3,850   
01062008;Barnitz; 0,212   
01062009;Barsb�ttel; 2,986   
01062011;Braak; 0,233   
01062014;Delingsdorf; 0,545   
01062016;Elmenhorst; 0,632   
01062018;Glinde, Stadt; 4,290   
01062019;Grabau; 0,198   
01062020;Grande; 0,159   
01062021;Gr�nwohld; 0,338   
01062022;Gro�ensee; 0,416   
01062023;Gro�hansdorf; 2,327   
01062025;Hamberge; 0,378   
01062026;Hamfelde; 0,119   
01062027;Hammoor; 0,298   
01062031;Heidekamp; 0,117   
01062032;Heilshoop; 0,145   
01062033;Hohenfelde; 0,013   
01062035;Hoisdorf; 0,883   
01062036;Jersbek; 0,436   
01062039;Klein Wesenberg; 0,187   
01062040;K�thel; 0,083   
01062045;L�tjensee; 0,820   
01062046;Meddewade; 0,198   
01062048;M�nkhagen; 0,164   
01062050;Neritz; 0,079   
01062051;Nienwohld; 0,117   
01062053;Oststeinbek; 2,170   
01062056;P�litz; 0,294   
01062058;Rausdorf; 0,056   
01062059;Rehhorst; 0,177   
01062060;Reinbek, Stadt; 6,602   
01062061;Reinfeld (Holstein), Stadt; 2,196   
01062062;Rethwisch; 0,274   
01062065;R�mpel; 0,328   
01062069;Siek; 0,555   
01062071;Stapelfeld; 0,416   
01062076;Tangstedt; 1,582   
01062078;Todendorf; 0,288   
01062081;Tremsb�ttel; 0,485   
01062082;Trittau; 2,024   
01062083;Westerau; 0,195   
01062086;Witzhave; 0,352   
01062087;Zarpen; 0,365   
01062088;Brunsbek; 0,430   
01062089;Lasbek; 0,302   
01062090;Ammersbek; 2,449   
01062091;Steinburg; 0,653   
01062092;Travenbr�ck; 0,436   
01062093;Feldhorst; 0,149   
01062094;Wesenberg; 0,352   
02000000;Hamburg, Freie und Hansestadt; 432,000   
03101000;Braunschweig, Stadt; 63,166   
03102000;Salzgitter, Stadt; 25,540   
03103000;Wolfsburg, Stadt; 31,318   
03151001;Adenb�ttel; 0,456   
03151002;Barwedel; 0,271   
03151003;Bergfeld; 0,232   
03151004;Bokensdorf; 0,254   
03151005;Brome, Flecken; 0,828   
03151006;Calberlah; 1,302   
03151007;Dedelstorf; 0,335   
03151008;Ehra-Lessien; 0,426   
03151009;Gifhorn, Stadt; 10,669   
03151010;Gro� Oesingen; 0,492   
03151011;Hankensb�ttel; 1,121   
03151012;Hillerse; 0,646   
03151013;Isenb�ttel; 1,639   
03151014;Jembke; 0,485   
03151015;Leiferde; 1,112   
03151016;Meine; 2,127   
03151017;Meinersen; 2,128   
03151018;M�den (Aller); 1,407   
03151019;Obernholz; 0,237   
03151020;Oslo�; 0,492   
03151021;Parsau; 0,475   
03151022;Ribbesb�ttel; 0,541   
03151023;R�tgesb�ttel; 0,578   
03151024;R�hen; 1,260   
03151025;Sassenburg; 2,794   
03151026;Sch�new�rde; 0,234   
03151027;Schw�lper; 1,771   
03151028;Sprakensehl; 0,326   
03151029;Steinhorst; 0,334   
03151030;Tappenbeck; 0,350   
03151031;Tiddische; 0,328   
03151032;T�lau; 0,392   
03151033;Ummern; 0,403   
03151034;Vordorf; 0,798   
03151035;Wagenhoff; 0,294   
03151036;Wahrenholz; 0,943   
03151037;Wasb�ttel; 0,483   
03151038;Wesendorf; 1,302   
03151039;Weyhausen; 0,645   
03151040;Wittingen, Stadt; 3,015   
03151041;Didderse; 0,339   
03152001;Adelebsen, Flecken; 1,700   
03152002;Bilshausen; 0,608   
03152003;Bodensee; 0,216   
03152004;Bovenden, Flecken; 3,434   
03152005;B�hren; 0,147   
03152006;Dransfeld, Stadt; 1,112   
03152007;Duderstadt, Stadt; 5,494   
03152008;Eberg�tzen; 0,504   
03152009;Friedland; 1,950   
03152010;Gieboldehausen, Flecken; 1,073   
03152011;Gleichen; 2,369   
03152012;G�ttingen, Stadt; 30,064   
03152013;J�hnde; 0,265   
03152014;Krebeck; 0,282   
03152015;Landolfshausen; 0,282   
03152016;Hann. M�nden, Stadt; 6,162   
03152017;Niemetal; 0,395   
03152018;Obernfeld; 0,249   
03152019;Rhumspringe; 0,488   
03152020;Rollshausen; 0,224   
03152021;Rosdorf; 3,036   
03152022;R�dershausen; 0,226   
03152023;Scheden; 0,496   
03152024;Seeburg; 0,420   
03152025;Seulingen; 0,357   
03152026;Staufenberg; 2,072   
03152027;Waake; 0,340   
03152028;Wollbrandshausen; 0,169   
03152029;Wollershausen; 0,120   
03153001;Altenau, Bergstadt; 0,418   
03153002;Bad Harzburg, Stadt; 5,690   
03153004;Clausthal-Zellerfeld, Bergstadt; 3,315   
03153005;Goslar, Stadt; 10,544   
03153006;Hahausen; 0,212   
03153007;Langelsheim, Stadt; 3,102   
03153008;Liebenburg; 2,193   
03153009;Lutter am Barenberge, Flecken; 0,634   
03153011;Schulenberg im Oberharz; 0,067   
03153012;Seesen, Stadt; 5,114   
03153013;Vienenburg, Stadt; 2,764   
03153014;Wallmoden; 0,250   
03153015;Wildemann, Bergstadt; 0,245   
03153016;Braunlage, Stadt; 1,610   
03154001;Bahrdorf; 0,492   
03154002;Beierstedt; 0,107   
03154003;B�ddenstedt; 0,684   
03154004;Danndorf; 0,549   
03154005;Frellstedt; 0,215   
03154006;Gevensleben; 0,172   
03154007;Grafhorst; 0,258   
03154008;Grasleben; 0,639   
03154009;Gro� Tw�lpstedt; 0,667   
03154010;Helmstedt, Stadt; 5,980   
03154011;Ingeleben; 0,102   
03154012;Jerxheim; 0,305   
03154013;K�nigslutter am Elm, Stadt; 4,036   
03154014;Lehre; 2,984   
03154015;Mariental; 0,231   
03154016;Querenhorst; 0,136   
03154017;R�bke; 0,176   
03154018;Rennau; 0,177   
03154019;Sch�ningen, Stadt; 2,990   
03154020;S�llingen; 0,173   
03154021;S�pplingen; 0,441   
03154022;S�pplingenburg; 0,169   
03154023;Twieflingen; 0,192   
03154024;Velpke; 1,191   
03154025;Warberg; 0,229   
03154026;Wolsdorf; 0,258   
03155001;Bad Gandersheim, Stadt; 2,590   
03155002;Bodenfelde, Flecken; 0,856   
03155003;Dassel, Stadt; 2,630   
03155004;Einbeck, Stadt; 6,554   
03155005;Hardegsen, Stadt; 2,044   
03155006;Kalefeld; 1,734   
03155007;Katlenburg-Lindau; 1,883   
03155008;Kreiensen; 1,741   
03155009;Moringen, Stadt; 1,874   
03155010;N�rten-Hardenberg, Flecken; 2,123   
03155011;Northeim, Stadt; 7,535   
03155012;Uslar, Stadt; 3,802   
03156001;Bad Grund (Harz), Bergstadt; 0,630   
03156002;Bad Lauterberg im Harz, Stadt; 2,829   
03156003;Bad Sachsa, Stadt; 1,974   
03156004;Badenhausen; 0,489   
03156005;Eisdorf; 0,443   
03156006;Elbingerode; 0,126   
03156007;Gittelde, Flecken; 0,499   
03156008;Hattorf am Harz; 1,082   
03156009;Herzberg am Harz, Stadt; 3,463   
03156010;H�rden am Harz; 0,272   
03156011;Osterode am Harz, Stadt; 5,924   
03156012;Walkenried; 0,600   
03156013;Wieda; 0,358   
03156014;Windhausen; 0,260   
03156015;Wulften am Harz; 0,499   
03156016;Zorge; 0,286   
03157001;Edemissen; 3,199   
03157002;Hohenhameln; 2,344   
03157003;Ilsede; 2,969   
03157004;Lahstedt; 2,631   
03157005;Lengede; 3,286   
03157006;Peine, Stadt; 12,559   
03157007;Vechelde; 4,152   
03157008;Wendeburg; 2,581   
03158002;Baddeckenstedt; 0,795   
03158004;Burgdorf; 0,623   
03158005;Cramme; 0,244   
03158006;Cremlingen; 3,342   
03158007;Dahlum; 0,180   
03158008;Denkte; 0,784   
03158009;Dettum; 0,300   
03158010;Dorstadt; 0,175   
03158011;Elbe; 0,414   
03158012;Erkerode; 0,251   
03158013;Evessen; 0,331   
03158014;Fl�the; 0,303   
03158015;Gielde; 0,205   
03158016;Haverlah; 0,417   
03158017;Hedeper; 0,133   
03158018;Heere; 0,313   
03158019;Heiningen; 0,176   
03158020;Hornburg, Stadt; 0,625   
03158021;Kissenbr�ck; 0,458   
03158022;Kneitlingen; 0,218   
03158023;Ohrum; 0,159   
03158024;Remlingen; 0,481   
03158025;Roklum; 0,119   
03158026;Schladen; 1,306   
03158027;Sch�ppenstedt, Stadt; 1,411   
03158028;Sehlde; 0,241   
03158029;Semmenstedt; 0,170   
03158030;Sickte; 1,528   
03158031;Uehrde; 0,239   
03158032;Vahlberg; 0,200   
03158033;Veltheim (Ohe); 0,253   
03158034;Werlaburgdorf; 0,199   
03158035;Winnigstedt; 0,190   
03158036;Wittmar; 0,311   
03158037;Wolfenb�ttel, Stadt; 13,363   
03158038;B�r�um; 0,740   
03241001;Hannover, Landeshauptstadt; 131,987   
03241002;Barsinghausen, Stadt; 8,565   
03241003;Burgdorf, Stadt; 7,477   
03241004;Burgwedel, Stadt; 5,259   
03241005;Garbsen, Stadt; 15,418   
03241006;Gehrden, Stadt; 3,682   
03241007;Hemmingen, Stadt; 4,776   
03241008;Isernhagen; 5,892   
03241009;Laatzen, Stadt; 10,127   
03241010;Langenhagen, Stadt; 13,224   
03241011;Lehrte, Stadt; 11,054   
03241012;Neustadt am R�benberge, Stadt; 11,273   
03241013;Pattensen, Stadt; 3,562   
03241014;Ronnenberg, Stadt; 6,021   
03241015;Seelze, Stadt; 8,274   
03241016;Sehnde, Stadt; 5,964   
03241017;Springe, Stadt; 7,376   
03241018;Uetze; 5,150   
03241019;Wedemark; 7,346   
03241020;Wennigsen (Deister); 3,615   
03241021;Wunstorf, Stadt; 10,536   
03251001;Affinghausen; 0,218   
03251002;Asendorf; 0,754   
03251003;Bahrenborstel; 0,284   
03251004;Barenburg, Flecken; 0,326   
03251005;Barnstorf, Flecken; 1,570   
03251006;Barver; 0,266   
03251007;Bassum, Stadt; 4,021   
03251008;Borstel; 0,331   
03251009;Brockum; 0,265   
03251011;Dickel; 0,123   
03251012;Diepholz, Stadt; 4,123   
03251013;Drebber; 0,739   
03251014;Drentwede; 0,258   
03251015;Ehrenburg; 0,400   
03251017;Eydelstedt; 0,462   
03251018;Freistatt; 0,146   
03251019;Hemsloh; 0,145   
03251020;H�de; 0,275   
03251021;Kirchdorf; 0,504   
03251022;Lembruch; 0,294   
03251023;Lemf�rde, Flecken; 0,771   
03251024;Maasen; 0,126   
03251025;Marl; 0,182   
03251026;Martfeld; 0,693   
03251027;Mellinghausen; 0,273   
03251028;Neuenkirchen; 0,315   
03251029;Quernheim; 0,106   
03251030;Rehden; 0,479   
03251031;Scholen; 0,208   
03251032;Schwaf�rden; 0,398   
03251033;Schwarme; 0,638   
03251034;Siedenburg, Flecken; 0,334   
03251035;Staffhorst; 0,140   
03251036;Stemshorn; 0,171   
03251037;Stuhr; 8,439   
03251038;Sudwalde; 0,275   
03251039;S�stedt; 0,404   
03251040;Sulingen, Stadt; 3,227   
03251041;Syke, Stadt; 6,109   
03251042;Twistringen, Stadt; 3,160   
03251043;Varrel; 0,333   
03251044;Wagenfeld; 1,811   
03251045;Wehrbleck; 0,196   
03251046;Wetschen; 0,439   
03251047;Weyhe; 7,745   
03251048;Bruchhausen-Vilsen, Flecken; 1,857   
03252001;Aerzen, Flecken; 2,817   
03252002;Bad M�nder am Deister, Stadt; 4,558   
03252003;Bad Pyrmont, Stadt; 4,944   
03252004;Coppenbr�gge, Flecken; 1,904   
03252005;Emmerthal; 2,619   
03252006;Hameln, Stadt; 14,620   
03252007;Hessisch Oldendorf, Stadt; 4,782   
03252008;Salzhemmendorf, Flecken; 2,490   
03254001;Adenstedt; 0,264   
03254002;Alfeld (Leine), Stadt; 4,988   
03254003;Algermissen; 2,065   
03254004;Almstedt; 0,231   
03254005;Bad Salzdetfurth, Stadt; 3,454   
03254006;Banteln; 0,394   
03254007;Betheln; 0,259   
03254008;Bockenem, Stadt; 2,618   
03254009;Br�ggen; 0,232   
03254010;Despetal; 0,343   
03254011;Diekholzen; 1,732   
03254012;Eberholzen; 0,157   
03254013;Eime, Flecken; 0,695   
03254014;Elze, Stadt; 2,311   
03254015;Everode; 0,119   
03254016;Freden (Leine); 0,804   
03254017;Giesen; 2,528   
03254018;Gronau (Leine), Stadt; 1,349   
03254019;Harbarnsen; 0,149   
03254020;Harsum; 3,026   
03254021;Hildesheim, Stadt; 25,716   
03254022;Holle; 1,872   
03254023;Lamspringe, Flecken; 0,792   
03254024;Landwehr; 0,142   
03254025;Neuhof; 0,109   
03254026;Nordstemmen; 3,150   
03254027;Rheden; 0,285   
03254028;Sarstedt, Stadt; 4,716   
03254029;Schellerten; 2,118   
03254030;Sehlem; 0,232   
03254031;Sibbesse; 0,700   
03254032;S�hlde; 2,043   
03254033;Westfeld; 0,239   
03254034;Winzenburg; 0,191   
03254035;Woltershausen; 0,223   
03254036;Coppengrave; 0,170   
03254037;Duingen, Flecken; 0,753   
03254038;Hoyershausen; 0,126   
03254039;Marienhagen; 0,200   
03254040;Weenzen; 0,102   
03255001;Arholzen; 0,103   
03255002;Bevern, Flecken; 1,041   
03255003;Bodenwerder, Stadt; 1,477   
03255004;Boffzen; 0,739   
03255005;Brev�rde; 0,179   
03255007;Deensen; 0,380   
03255008;Delligsen, Flecken; 2,108   
03255009;Derental; 0,161   
03255010;Dielmissen; 0,215   
03255012;Eimen; 0,252   
03255013;Eschershausen, Stadt; 0,909   
